,chocolate,coconut,loaf,bread,pasta,cake,pastry,crackers,muffin,cereal,muesli,liquor,sake,wine,cider,brew,beer,aperitif,coffee,cocoa,water,juice,lime_juice,grape_juice,orange_juice,cola,coke,gingerale,apple,apricot,avocado,banana,kiwi,mango,orange,tomato,artichoke,corn,cucumber,onion,squash,chips,potato_chips,jelly,peanut_butter,ketchup,chilisauce,mustard,salsa,soy_sauce
32,corn: 0.7410558462142944,kiwi: 0.7301550507545471,banana: 0.6778189539909363,juice: 0.671943187713623,avocado: 0.6907139420509338,mustard: 0.7408463358879089,apricot: 0.733085036277771,kiwi: 0.6950557827949524,coffee: 0.6687964797019958,grape_juice: 0.7337878942489624,beer: 0.6982386112213135,corn: 0.7006313800811768,salsa: 0.7856192588806152,muffin: 0.697006344795227,potato_chips: 0.6102250814437866,onion: 0.6786298751831055,liquor: 0.6875045895576477,orange: 0.7027590274810791,beer: 0.7171111106872559,loaf: 0.6501743197441101,pastry: 0.7487805485725403,corn: 0.7178686261177063,corn: 0.6836177706718445,peanut_butter: 0.6478198766708374,crackers: 0.7189792990684509,juice: 0.6869217753410339,muffin: 0.6003042459487915,avocado: -0.07258854806423187,pasta: 0.7051454782485962,beer: 0.7370598912239075,pasta: 0.6907139420509338,beer: 0.7437059283256531,artichoke: 0.7150577306747437,ketchup: 0.6866354942321777,salsa: 0.7258636355400085,coconut: 0.7650381326675415,aperitif: 0.6872851848602295,avocado: 0.7151055932044983,crackers: 0.6880374550819397,apple: 0.7322844862937927,chips: 0.6786243319511414,beer: 0.6906154751777649,pasta: 0.6146608591079712,soy_sauce: 0.6800315976142883,loaf: 0.749140202999115,crackers: 0.7033727169036865,grape_juice: -0.37894508242607117,bread: 0.690775990486145,coke: 0.6894619464874268,brew: 0.6992157697677612
33,onion: 0.7244070768356323,bread: 0.7265931367874146,brew: 0.6770837903022766,grape_juice: 0.6685966849327087,apricot: 0.6901946663856506,beer: 0.7291707992553711,brew: 0.7314255237579346,cucumber: 0.6880374550819397,liquor: 0.6649419665336609,coke: 0.7254759073257446,mustard: 0.689867377281189,salsa: 0.699912965297699,muesli: 0.7787007093429565,cake: 0.6962562799453735,orange_juice: 0.608596920967102,loaf: 0.6770837903022766,wine: 0.6796467900276184,artichoke: 0.6872851848602295,kiwi: 0.7132921814918518,juice: 0.6468512415885925,artichoke: 0.7467204332351685,grape_juice: 0.7140435576438904,wine: 0.6807134747505188,chips: 0.6393800377845764,lime_juice: 0.7089249491691589,apple: 0.6815210580825806,avocado: 0.5852749347686768,muesli: -0.08353839069604874,coffee: 0.6917874217033386,grape_juice: 0.7335103750228882,squash: 0.6906722187995911,lime_juice: 0.7429167628288269,cocoa: 0.7143390774726868,jelly: 0.6794445514678955,bread: 0.7219956517219543,chips: 0.7620019912719727,squash: 0.6801062822341919,soy_sauce: 0.7128505706787109,chocolate: 0.6876973509788513,liquor: 0.7319455742835999,cocoa: 0.673587441444397,brew: 0.6861350536346436,liquor: 0.6145476698875427,mango: 0.6794445514678955,crackers: 0.7484956979751587,jelly: 0.7001901865005493,juice: -0.38176417350769043,muesli: 0.689867377281189,chocolate: 0.6855924725532532,chocolate: 0.695942223072052
34,bread: 0.7237970232963562,cucumber: 0.7191336154937744,soy_sauce: 0.6763489246368408,pasta: 0.6669195294380188,coconut: 0.6856195330619812,mango: 0.725250244140625,coffee: 0.7279552817344666,juice: 0.6856485605239868,bread: 0.6557161211967468,jelly: 0.723185122013092,avocado: 0.6783194541931152,beer: 0.6875045895576477,wine: 0.7738706469535828,lime_juice: 0.6807134747505188,lime_juice: 0.593849778175354,ketchup: 0.6714105010032654,mustard: 0.6749243140220642,pasta: 0.682979166507721,avocado: 0.7129384875297546,cola: 0.6407707929611206,cocoa: 0.7457242012023926,pastry: 0.7138505578041077,chips: 0.6789004802703857,coconut: 0.6365596055984497,avocado: 0.706598162651062,chips: 0.6751170754432678,aperitif: 0.5851103067398071,cake: -0.08468557149171829,corn: 0.6906149387359619,pastry: 0.733085036277771,grape_juice: 0.686391294002533,onion: 0.7397919297218323,coffee: 0.7132921814918518,loaf: 0.6786139011383057,brew: 0.721590518951416,banana: 0.7602201104164124,orange: 0.6741694808006287,liquor: 0.7006313800811768,muffin: 0.6829546689987183,muesli: 0.7298212647438049,muesli: 0.6528401970863342,soy_sauce: 0.6810018420219421,cider: 0.6102250814437866,cake: 0.6767728924751282,beer: 0.7458508610725403,mango: 0.6866354942321777,wine: -0.4074021875858307,corn: 0.6891906261444092,mustard: 0.6825998425483704,coffee: 0.6933693289756775
35,mustard: 0.7216141819953918,ketchup: 0.7174895405769348,pasta: 0.665178120136261,wine: 0.6636874675750732,aperitif: 0.682979166507721,corn: 0.7177454233169556,salsa: 0.7265860438346863,cocoa: 0.6836569905281067,aperitif: 0.6525650024414062,mustard: 0.7194878458976746,cola: 0.6681739091873169,lime_juice: 0.6725669503211975,brew: 0.769392192363739,beer: 0.6796467900276184,chips: 0.5929248929023743,beer: 0.6713945865631104,cocoa: 0.6733553409576416,cocoa: 0.6811022758483887,liquor: 0.711947500705719,artichoke: 0.6368388533592224,avocado: 0.7358611226081848,muffin: 0.7129300832748413,cereal: 0.6765323281288147,kiwi: 0.6288682818412781,onion: 0.702121376991272,muesli: 0.6681739091873169,soy_sauce: 0.5838626027107239,lime_juice: -0.08516272157430649,beer: 0.6883835196495056,wine: 0.7291651964187622,muesli: 0.6783194541931152,wine: 0.7132568359375,muesli: 0.7005938291549683,beer: 0.6706533432006836,liquor: 0.7215449810028076,apple: 0.7436000108718872,cake: 0.6735554337501526,potato_chips: 0.6969139575958252,cereal: 0.6604927778244019,grape_juice: 0.7295089364051819,mustard: 0.6518389582633972,lime_juice: 0.6789004802703857,beer: 0.6091648936271667,peanut_butter: 0.6749152541160583,mustard: 0.7427271604537964,wine: 0.6785047650337219,lime_juice: -0.40816745162010193,coconut: 0.6826179623603821,muffin: 0.6780544519424438,chips: 0.6810018420219421
36,lime_juice: 0.702648401260376,beer: 0.7161095142364502,cocoa: 0.6501743197441101,muffin: 0.6557161211967468,cider: 0.6800098419189453,soy_sauce: 0.7100247144699097,orange_juice: 0.7236172556877136,water: 0.6761256456375122,orange_juice: 0.6455484628677368,crackers: 0.7152045965194702,pasta: 0.6646376848220825,soy_sauce: 0.6722859740257263,muffin: 0.7674337029457092,ketchup: 0.6785047650337219,juice: 0.5919831395149231,jelly: 0.6704806089401245,brew: 0.6713945865631104,apple: 0.6806066036224365,wine: 0.7076300382614136,apple: 0.6313050985336304,apple: 0.7341650724411011,artichoke: 0.6881272792816162,muffin: 0.6729351878166199,chocolate: 0.625700831413269,cucumber: 0.6977707147598267,pastry: 0.6600930690765381,orange: 0.5805710554122925,cocoa: -0.09627276659011841,cola: 0.6815210580825806,liquor: 0.7280025482177734,kiwi: 0.6721817255020142,cocoa: 0.7072563767433167,mango: 0.6995291113853455,crackers: 0.6614717245101929,squash: 0.7129010558128357,liquor: 0.7412052750587463,cider: 0.6684327721595764,banana: 0.6954230070114136,pasta: 0.6602199077606201,avocado: 0.7244387865066528,aperitif: 0.650480329990387,squash: 0.6786243319511414,soy_sauce: 0.6014532446861267,brew: 0.6704806089401245,cucumber: 0.7424312829971313,cake: 0.6781916618347168,water: -0.40929728746414185,salsa: 0.6825998425483704,cider: 0.6741882562637329,jelly: 0.6800315976142883
37,jelly: 0.6987266540527344,cola: 0.7142276167869568,grape_juice: 0.6500673294067383,soy_sauce: 0.6493706107139587,grape_juice: 0.668572723865509,cola: 0.702121913433075,pasta: 0.7170119285583496,chips: 0.6742181181907654,soy_sauce: 0.6431069374084473,beer: 0.7128197550773621,cereal: 0.6592756509780884,grape_juice: 0.6719573140144348,loaf: 0.7643445134162903,potato_chips: 0.676016628742218,brew: 0.5894331932067871,liquor: 0.669722855091095,mango: 0.6706533432006836,cereal: 0.664732813835144,aperitif: 0.7074291110038757,bread: 0.6297747492790222,mango: 0.733392596244812,cola: 0.6869217753410339,liquor: 0.6725669503211975,cake: 0.613518238067627,salsa: 0.6944445371627808,cocoa: 0.6407707929611206,coconut: 0.5793846249580383,coffee: -0.10263892263174057,aperitif: 0.6806066036224365,artichoke: 0.7277684807777405,chocolate: 0.6657589077949524,jelly: 0.6985973119735718,crackers: 0.6950557827949524,salsa: 0.6534635424613953,pasta: 0.7107537984848022,muesli: 0.7374601364135742,coke: 0.6641317009925842,brew: 0.6942328810691833,apple: 0.6551198959350586,chocolate: 0.7244070768356323,pastry: 0.6483584642410278,ketchup: 0.6777064800262451,kiwi: 0.6004756093025208,mustard: 0.6660618782043457,corn: 0.7405228018760681,chips: 0.6777064800262451,coke: -0.41005051136016846,cocoa: 0.679743766784668,cake: 0.666266143321991,loaf: 0.6763489246368408
38,soy_sauce: 0.695942223072052,cider: 0.7131906151771545,juice: 0.6457518935203552,salsa: 0.6473667025566101,crackers: 0.6679052710533142,wine: 0.6962562799453735,avocado: 0.7151155471801758,pasta: 0.6679052710533142,cider: 0.6397398114204407,cider: 0.7126899361610413,squash: 0.6528401970863342,brew: 0.669722855091095,apple: 0.7558133602142334,chips: 0.6736482381820679,muesli: 0.5853745937347412,pasta: 0.6558962464332581,aperitif: 0.6524125337600708,muffin: 0.6525650024414062,squash: 0.7055288553237915,wine: 0.6252015233039856,loaf: 0.7309191226959229,brew: 0.6866968274116516,pastry: 0.6600796580314636,aperitif: 0.6097740530967712,corn: 0.6881614923477173,bread: 0.64010089635849,loaf: 0.5667388439178467,pasta: -0.11107109487056732,mustard: 0.6742777228355408,coke: 0.7267746329307556,mango: 0.6505160927772522,corn: 0.6954230070114136,cider: 0.6940001249313354,avocado: 0.6505160927772522,aperitif: 0.7027590274810791,loaf: 0.7368321418762207,chips: 0.6611014604568481,squash: 0.6909322738647461,brew: 0.6478427052497864,coffee: 0.7217601537704468,cider: 0.6401500701904297,cola: 0.6751170754432678,artichoke: 0.5993112325668335,chips: 0.6620334982872009,salsa: 0.7320601344108582,brew: 0.6714105010032654,coffee: -0.4194476008415222,beer: 0.6749243140220642,mango: 0.6534635424613953,liquor: 0.6722859740257263
39,cucumber: 0.6876973509788513,salsa: 0.7119552493095398,lime_juice: 0.6396327614784241,cola: 0.64010089635849,bread: 0.6669195294380188,avocado: 0.6955353617668152,beer: 0.7140566110610962,mango: 0.6614717245101929,kiwi: 0.6347900032997131,cocoa: 0.7026340961456299,jelly: 0.6354520916938782,muffin: 0.6649419665336609,cider: 0.7534041404724121,chocolate: 0.6707875728607178,apricot: 0.5848889946937561,cucumber: 0.6478427052497864,avocado: 0.6452199816703796,beer: 0.6524125337600708,bread: 0.6984499096870422,salsa: 0.6212440729141235,coke: 0.7209020256996155,jelly: 0.6863002777099609,kiwi: 0.6536419987678528,brew: 0.5962893962860107,jelly: 0.6879168748855591,liquor: 0.6309311389923096,corn: 0.5600548982620239,salsa: -0.11425072699785233,coke: 0.6662295460700989,mango: 0.7262043952941895,beer: 0.6452199816703796,cola: 0.6931218504905701,salsa: 0.6931440234184265,grape_juice: 0.6493374109268188,crackers: 0.6996695399284363,avocado: 0.7304101586341858,banana: 0.658547580242157,apple: 0.6906149387359619,liquor: 0.64724200963974,crackers: 0.7216986417770386,jelly: 0.6285433173179626,crackers: 0.6742181181907654,jelly: 0.5977314710617065,pasta: 0.6610651016235352,muffin: 0.7235379219055176,kiwi: 0.669781506061554,orange_juice: -0.42747431993484497,apple: 0.6742777228355408,bread: 0.6473667025566101,cocoa: 0.6695063710212708
40,salsa: 0.6855924725532532,artichoke: 0.7027095556259155,beer: 0.6295040845870972,mango: 0.6307435035705566,loaf: 0.665178120136261,ketchup: 0.6781916618347168,juice: 0.7138505578041077,lime_juice: 0.6524025201797485,squash: 0.6119553446769714,cola: 0.6999155879020691,ketchup: 0.6335993409156799,mustard: 0.6639338135719299,jelly: 0.751192569732666,bread: 0.6636874675750732,beer: 0.5847537517547607,apple: 0.6472697854042053,loaf: 0.6295040845870972,squash: 0.650480329990387,soy_sauce: 0.6933693289756775,corn: 0.6208608150482178,brew: 0.7197489142417908,crackers: 0.6856485605239868,crackers: 0.6524025201797485,crackers: 0.5959307551383972,grape_juice: 0.6833367943763733,artichoke: 0.6142669320106506,pastry: 0.5552189350128174,brew: -0.1324918419122696,grape_juice: 0.6598979830741882,soy_sauce: 0.7216029763221741,chips: 0.6393645405769348,cucumber: 0.6925629377365112,avocado: 0.6721817255020142,pasta: 0.6440147161483765,loaf: 0.6967025995254517,coke: 0.7278457283973694,chocolate: 0.6432998180389404,mustard: 0.6891906261444092,salsa: 0.6252344846725464,muffin: 0.7168979048728943,loaf: 0.6230593323707581,wine: 0.6736482381820679,grape_juice: 0.5952678918838501,muesli: 0.6354520916938782,avocado: 0.7124986052513123,cider: 0.6589717864990234,chips: -0.43975529074668884,jelly: 0.6660618782043457,muesli: 0.6278911828994751,cider: 0.6620967388153076
41,wine: 0.6707875728607178,jelly: 0.6994539499282837,orange_juice: 0.627352237701416,cocoa: 0.6297747492790222,muesli: 0.6646376848220825,jelly: 0.6767728924751282,cocoa: 0.7033504843711853,soy_sauce: 0.6441363096237183,cola: 0.6110864877700806,loaf: 0.685040295124054,wine: 0.6308244466781616,wine: 0.6524418592453003,crackers: 0.7441026568412781,liquor: 0.6524418592453003,cola: 0.58454430103302,wine: 0.642649233341217,bread: 0.6237292885780334,cider: 0.6469862461090088,apple: 0.6917874217033386,jelly: 0.6012454032897949,potato_chips: 0.7197114825248718,bread: 0.671943187713623,apple: 0.6513192653656006,potato_chips: 0.5952678918838501,potato_chips: 0.6779252886772156,muffin: 0.6110864877700806,cucumber: 0.5513822436332703,aperitif: -0.13436423242092133,cucumber: 0.6551198959350586,potato_chips: 0.7159340381622314,liquor: 0.6295087933540344,grape_juice: 0.6884750723838806,coke: 0.671107828617096,apple: 0.6398294568061829,lime_juice: 0.6878690123558044,bread: 0.7265480756759644,cocoa: 0.6368388533592224,grape_juice: 0.68836909532547,beer: 0.6208871603012085,cider: 0.7027361989021301,wine: 0.621719479560852,jelly: 0.6620334982872009,ketchup: 0.5801023244857788,squash: 0.6285433173179626,artichoke: 0.7055381536483765,muesli: 0.6335993409156799,cake: -0.44014161825180054,liquor: 0.6639338135719299,cucumber: 0.6252344846725464,bread: 0.6493706107139587
42,avocado: 0.6657589077949524,squash: 0.6878296732902527,squash: 0.6230593323707581,beer: 0.6237292885780334,jelly: 0.6610651016235352,artichoke: 0.6735554337501526,potato_chips: 0.6915116310119629,potato_chips: 0.6414061188697815,mango: 0.6106855273246765,lime_juice: 0.6765323281288147,salsa: 0.6278911828994751,cucumber: 0.64724200963974,cucumber: 0.7422340512275696,brew: 0.642649233341217,coffee: 0.575572669506073,coke: 0.6196804046630859,cucumber: 0.6208871603012085,corn: 0.6387291550636292,muffin: 0.6687964797019958,orange: 0.5887390375137329,cola: 0.706520140171051,coke: 0.6707857251167297,loaf: 0.6396327614784241,coffee: 0.5899777412414551,coke: 0.6482788324356079,lime_juice: 0.6104122400283813,crackers: 0.5461651086807251,cola: -0.14167547225952148,lime_juice: 0.6513192653656006,lime_juice: 0.71159827709198,loaf: 0.6212083697319031,loaf: 0.6778189539909363,ketchup: 0.669781506061554,bread: 0.6307435035705566,artichoke: 0.6741694808006287,cocoa: 0.7234074473381042,orange_juice: 0.629671037197113,orange_juice: 0.6881614923477173,squash: 0.5772214531898499,orange_juice: 0.702121376991272,muffin: 0.6119553446769714,artichoke: 0.6611014604568481,apple: 0.5756179690361023,coffee: 0.6221299171447754,wine: 0.7043543457984924,aperitif: 0.5946813225746155,aperitif: -0.4426625967025757,squash: 0.6518389582633972,cocoa: 0.6212440729141235,crackers: 0.6441363096237183
43,cider: 0.6492323875427246,pasta: 0.6856195330619812,avocado: 0.6212083697319031,potato_chips: 0.6165084838867188,cucumber: 0.6602199077606201,salsa: 0.666266143321991,cola: 0.6600930690765381,cider: 0.6388165950775146,coke: 0.6003042459487915,potato_chips: 0.6761960387229919,soy_sauce: 0.6142597198486328,cola: 0.6309311389923096,coke: 0.7271395325660706,muesli: 0.6308244466781616,cucumber: 0.5746480226516724,mustard: 0.6168726086616516,artichoke: 0.6121456027030945,salsa: 0.6108263731002808,jelly: 0.6221299171447754,grape_juice: 0.582163393497467,cider: 0.6920667886734009,cocoa: 0.6468512415885925,cola: 0.6104122400283813,muesli: 0.5842747092247009,muffin: 0.6455484628677368,cider: 0.58454430103302,cider: 0.5387990474700928,water: -0.15744055807590485,brew: 0.6472697854042053,squash: 0.7085041999816895,coke: 0.5852749347686768,artichoke: 0.658547580242157,lime_juice: 0.6536419987678528,liquor: 0.6211466193199158,cider: 0.6484437584877014,cider: 0.7227163910865784,cola: 0.6142669320106506,lime_juice: 0.6836177706718445,cider: 0.5746480226516724,coke: 0.6972216963768005,cucumber: 0.5772214531898499,grape_juice: 0.6393800377845764,avocado: 0.5605441331863403,coke: 0.6067697405815125,jelly: 0.6749152541160583,loaf: 0.5888702869415283,muffin: -0.4742298126220703,coke: 0.6410158276557922,chips: 0.6136305332183838,muffin: 0.6431069374084473
44,artichoke: 0.6432998180389404,mustard: 0.6826179623603821,salsa: 0.5918616056442261,coke: 0.6084116697311401,brew: 0.6558962464332581,cider: 0.6447805166244507,lime_juice: 0.6600796580314636,grape_juice: 0.5959307551383972,artichoke: 0.5933100581169128,aperitif: 0.664732813835144,coke: 0.6061586737632751,avocado: 0.6295087933540344,avocado: 0.713097333908081,cocoa: 0.6252015233039856,coke: 0.5387990474700928,grape_juice: 0.5962893962860107,potato_chips: 0.6091648936271667,grape_juice: 0.6097740530967712,coke: 0.6020885705947876,muffin: 0.5666176676750183,muffin: 0.6844431161880493,loaf: 0.6457518935203552,jelly: 0.5973502993583679,cocoa: 0.582163393497467,artichoke: 0.629671037197113,potato_chips: 0.5481545329093933,wine: 0.535320520401001,peanut_butter: -0.1610439270734787,mango: 0.6398294568061829,pasta: 0.6901946663856506,potato_chips: 0.5605441331863403,cider: 0.6531136631965637,muffin: 0.6347900032997131,muffin: 0.6106855273246765,potato_chips: 0.6405091285705566,potato_chips: 0.7124729156494141,beer: 0.6121456027030945,aperitif: 0.6387291550636292,ketchup: 0.5569690465927124,cocoa: 0.6892166137695312,grape_juice: 0.5728973150253296,avocado: 0.6393645405769348,cola: 0.5481545329093933,cocoa: 0.6012454032897949,coke: 0.6628203988075256,bread: 0.5844915509223938,loaf: -0.47439101338386536,potato_chips: 0.6351740956306458,aperitif: 0.6108263731002808,muesli: 0.6142597198486328
45,coke: 0.6309311985969543,grape_juice: 0.6365596055984497,ketchup: 0.5888702869415283,ketchup: 0.5844915509223938,mango: 0.6440147161483765,coke: 0.6381703615188599,squash: 0.6483584642410278,beer: 0.5727248191833496,cocoa: 0.5666176676750183,cucumber: 0.6604927778244019,cider: 0.5853745937347412,mango: 0.6211466193199158,potato_chips: 0.7007125020027161,squash: 0.621719479560852,mustard: 0.5336123704910278,cider: 0.5894331932067871,cider: 0.5847537517547607,ketchup: 0.5946813225746155,grape_juice: 0.5899777412414551,cucumber: 0.5419196486473083,jelly: 0.6842371225357056,potato_chips: 0.615035891532898,cider: 0.593849778175354,squash: 0.5728973150253296,loaf: 0.627352237701416,grape_juice: 0.5409762859344482,mango: 0.5070031881332397,mango: -0.16625595092773438,cocoa: 0.6313050985336304,cocoa: 0.650637149810791,cider: 0.5269452929496765,potato_chips: 0.6442551016807556,grape_juice: 0.6288682818412781,squash: 0.5726849436759949,cocoa: 0.5887390375137329,grape_juice: 0.6944209337234497,potato_chips: 0.5993112325668335,cocoa: 0.6208608150482178,coke: 0.5513822436332703,potato_chips: 0.6833454370498657,mango: 0.5726849436759949,salsa: 0.6136305332183838,salsa: 0.546556830406189,potato_chips: 0.5977314710617065,cider: 0.6603142023086548,potato_chips: 0.5801023244857788,cucumber: -0.4808848798274994,brew: 0.6168726086616516,loaf: 0.5918616056442261,potato_chips: 0.6014532446861267
46,grape_juice: 0.625700831413269,coke: 0.5793846249580383,coke: 0.5667388439178467,lime_juice: 0.5693966150283813,potato_chips: 0.6146608591079712,grape_juice: 0.613518238067627,coke: 0.5552189350128174,coke: 0.5461651086807251,brew: 0.559644877910614,muesli: 0.6592756509780884,grape_juice: 0.5842747092247009,potato_chips: 0.6145476698875427,cola: 0.6968123912811279,coke: 0.535320520401001,avocado: 0.5269452929496765,muffin: 0.559644877910614,crackers: 0.5727248191833496,coke: 0.5851103067398071,cider: 0.575572669506073,avocado: 0.42000719904899597,crackers: 0.6761256456375122,cider: 0.5919831395149231,bread: 0.5693966150283813,cola: 0.5409762859344482,cider: 0.608596920967102,coke: 0.5064873695373535,cola: 0.5064873695373535,onion: -0.17469483613967896,potato_chips: 0.5756179690361023,cider: 0.5848889946937561,cocoa: 0.42000719904899597,coke: 0.6348444223403931,potato_chips: 0.6004756093025208,coke: 0.5070031881332397,coke: 0.5805710554122925,muffin: 0.6713659763336182,muffin: 0.5933100581169128,coke: 0.5600548982620239,cocoa: 0.5419196486473083,brew: 0.6786298751831055,potato_chips: 0.5286009907722473,cider: 0.5929248929023743,squash: 0.5286009907722473,lime_juice: 0.5973502993583679,grape_juice: 0.6478198766708374,cucumber: 0.5569690465927124,potato_chips: -0.49400490522384644,cider: 0.5336123704910278,potato_chips: 0.546556830406189,coke: 0.5838626027107239
47,gingerale: -0.0029893952887505293,gingerale: -0.061887308955192566,gingerale: -0.00570585485547781,gingerale: 0.047594405710697174,gingerale: -0.11107109487056732,gingerale: -0.08468557149171829,gingerale: 0.030245648697018623,gingerale: 0.0416446216404438,gingerale: 0.08643191307783127,gingerale: -0.025078311562538147,gingerale: -0.08353839069604874,gingerale: -0.018373606726527214,gingerale: -0.049037858843803406,gingerale: -0.06373130530118942,gingerale: 0.19328607618808746,gingerale: -0.1324918419122696,gingerale: -0.007705115247517824,gingerale: -0.13436423242092133,gingerale: -0.10263892263174057,gingerale: -0.09627276659011841,gingerale: -0.15744055807590485,gingerale: 0.10423992574214935,gingerale: -0.08516272157430649,gingerale: 0.10626821964979172,gingerale: 0.08064381778240204,gingerale: -0.14167547225952148,gingerale: 0.035051923245191574,chilisauce: -0.21445158123970032,gingerale: 0.050717197358608246,gingerale: -0.003418554784730077,gingerale: -0.07258854806423187,gingerale: -0.038901545107364655,gingerale: -0.02786697819828987,gingerale: -0.16625595092773438,gingerale: 0.13379840552806854,gingerale: 0.019154133275151253,gingerale: -0.060930993407964706,gingerale: 0.04418434575200081,gingerale: -0.061119161546230316,gingerale: -0.17469483613967896,gingerale: -0.0364241749048233,gingerale: 0.09985985606908798,gingerale: -0.0017976080998778343,gingerale: 0.15305933356285095,gingerale: -0.1610439270734787,gingerale: -0.0673019215464592,muesli: -0.49891194701194763,gingerale: -0.04113353416323662,gingerale: -0.11425072699785233,chilisauce: -0.28388023376464844
48,chilisauce: -0.3352621793746948,chilisauce: -0.2931581139564514,chilisauce: -0.47439101338386536,chilisauce: -0.3227849006652832,chilisauce: -0.33415934443473816,chilisauce: -0.44014161825180054,chilisauce: -0.32429030537605286,chilisauce: -0.3515625,chilisauce: -0.4742298126220703,chilisauce: -0.2162495255470276,chilisauce: -0.49891194701194763,chilisauce: -0.37315016984939575,chilisauce: -0.3172968029975891,chilisauce: -0.4074021875858307,chilisauce: -0.21537339687347412,chilisauce: -0.2068500518798828,chilisauce: -0.3351995646953583,chilisauce: -0.4426625967025757,chilisauce: -0.4194476008415222,chilisauce: -0.3459881842136383,chilisauce: -0.40929728746414185,chilisauce: -0.38176417350769043,chilisauce: -0.40816745162010193,chilisauce: -0.37894508242607117,chilisauce: -0.42747431993484497,chilisauce: -0.29551374912261963,chilisauce: -0.41005051136016846,soy_sauce: -0.3005251884460449,chilisauce: -0.335647314786911,chilisauce: -0.37481915950775146,chilisauce: -0.34719061851501465,chilisauce: -0.3626576364040375,chilisauce: -0.31734195351600647,chilisauce: -0.2569524347782135,chilisauce: -0.31059709191322327,chilisauce: -0.2873970866203308,chilisauce: -0.21607403457164764,chilisauce: -0.1455167829990387,chilisauce: -0.4808848798274994,chilisauce: -0.2217826545238495,chilisauce: -0.1856091171503067,chilisauce: -0.43975529074668884,chilisauce: -0.49400490522384644,chilisauce: -0.2748897075653076,chilisauce: -0.31339970231056213,chilisauce: -0.20624199509620667,mustard: -0.5388360023498535,chilisauce: -0.5388360023498535,chilisauce: -0.18420422077178955,gingerale: -0.3005251884460449
